DistrictName,Name,AUN,Schl,DataElement,DisplayValue
Pittsburgh School District,Pittsburgh Carmalt K-8,102027451,326,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.3
Pittsburgh School District,Pittsburgh Carmalt K-8,102027451,326,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),7.1
Pittsburgh School District,Pittsburgh Carmalt K-8,102027451,326,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.6
Pittsburgh School District,Pittsburgh Carrick HS,102027451,412,Percent  Advanced  Mathematics/Algebra 1  (All Student),15.7
Pittsburgh School District,Pittsburgh Carrick HS,102027451,412,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.3
Pittsburgh School District,Pittsburgh Carrick HS,102027451,412,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.8
Pittsburgh School District,Pittsburgh Carrick HS,102027451,412,Percent  Advanced  Mathematics/Algebra 1  (Black),5.0
Pittsburgh School District,Pittsburgh Carrick HS,102027451,412,Percent  Advanced  Mathematics/Algebra 1  (White),23.6
Pittsburgh School District,Pittsburgh Classical 6-8,102027451,7692,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.9
Pittsburgh School District,Pittsburgh Classical 6-8,102027451,7692,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.3
Pittsburgh School District,Pittsburgh Classical 6-8,102027451,7692,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.0
Pittsburgh School District,Pittsburgh Classical 6-8,102027451,7692,Percent  Advanced  Mathematics/Algebra 1  (Black),0.8
Pittsburgh School District,Pittsburgh Classical 6-8,102027451,7692,Percent  Advanced  Mathematics/Algebra 1  (White),3.9
Pittsburgh School District,Pittsburgh Classical 6-8,102027451,7692,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),0.0
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (Asian),52.3
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),37.8
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (White),44.8
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (Black),9.2
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),14.3
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.9
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (English Learner),34.4
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),19.7
Pittsburgh School District,Pittsburgh Colfax K-8,102027451,6022,Percent  Advanced  Mathematics/Algebra 1  (All Student),35.4
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (All Student),16.4
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.6
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (English Learner),13.5
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),9.7
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),8.3
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (Black),4.5
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (White),20.9
Pittsburgh School District,Pittsburgh Concord K-5,102027451,330,Percent  Advanced  Mathematics/Algebra 1  (Asian),26.5
Pittsburgh School District,Pittsburgh Conroy,102027451,6811,Percent  Advanced  Mathematics/Algebra 1  (White),0.0
Pittsburgh School District,Pittsburgh Conroy,102027451,6811,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Conroy,102027451,6811,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.8
Pittsburgh School District,Pittsburgh Conroy,102027451,6811,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.1
Pittsburgh School District,Pittsburgh Conroy,102027451,6811,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.1
Pittsburgh School District,Pittsburgh Dilworth K-5,102027451,6024,Percent  Advanced  Mathematics/Algebra 1  (All Student),26.6
Pittsburgh School District,Pittsburgh Dilworth K-5,102027451,6024,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),21.4
Pittsburgh School District,Pittsburgh Dilworth K-5,102027451,6024,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),14.6
Pittsburgh School District,Pittsburgh Dilworth K-5,102027451,6024,Percent  Advanced  Mathematics/Algebra 1  (Black),12.1
Pittsburgh School District,Pittsburgh Dilworth K-5,102027451,6024,Percent  Advanced  Mathematics/Algebra 1  (White),61.5
Pittsburgh School District,Pittsburgh Faison K-5,102027451,8204,Percent  Advanced  Mathematics/Algebra 1  (Black),2.0
Pittsburgh School District,Pittsburgh Faison K-5,102027451,8204,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.9
Pittsburgh School District,Pittsburgh Faison K-5,102027451,8204,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),1.7
Pittsburgh School District,Pittsburgh Faison K-5,102027451,8204,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.9
Pittsburgh School District,Pittsburgh Fulton K-5,102027451,6026,Percent  Advanced  Mathematics/Algebra 1  (All Student),12.7
Pittsburgh School District,Pittsburgh Fulton K-5,102027451,6026,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),6.4
Pittsburgh School District,Pittsburgh Fulton K-5,102027451,6026,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.5
Pittsburgh School District,Pittsburgh Fulton K-5,102027451,6026,Percent  Advanced  Mathematics/Algebra 1  (Black),8.7
Pittsburgh School District,Pittsburgh Grandview K-5,102027451,400,Percent  Advanced  Mathematics/Algebra 1  (White),9.1
Pittsburgh School District,Pittsburgh Grandview K-5,102027451,400,Percent  Advanced  Mathematics/Algebra 1  (Black),7.1
Pittsburgh School District,Pittsburgh Grandview K-5,102027451,400,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),8.1
Pittsburgh School District,Pittsburgh Grandview K-5,102027451,400,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),4.8
Pittsburgh School District,Pittsburgh Grandview K-5,102027451,400,Percent  Advanced  Mathematics/Algebra 1  (All Student),8.9
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (All Student),25.1
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),17.6
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (English Learner),23.3
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),21.2
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (Black),3.7
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (White),30.7
Pittsburgh School District,Pittsburgh Greenfield K-8,102027451,6028,Percent  Advanced  Mathematics/Algebra 1  (Asian),20.0
Pittsburgh School District,Pittsburgh King K-8,102027451,7880,Percent  Advanced  Mathematics/Algebra 1  (All Student),0.5
Pittsburgh School District,Pittsburgh King K-8,102027451,7880,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.0
Pittsburgh School District,Pittsburgh King K-8,102027451,7880,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.5
Pittsburgh School District,Pittsburgh King K-8,102027451,7880,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Langley K-8,102027451,8255,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),6.5
Pittsburgh School District,Pittsburgh Langley K-8,102027451,8255,Percent  Advanced  Mathematics/Algebra 1  (White),5.8
Pittsburgh School District,Pittsburgh Langley K-8,102027451,8255,Percent  Advanced  Mathematics/Algebra 1  (Black),1.4
Pittsburgh School District,Pittsburgh Langley K-8,102027451,8255,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.1
Pittsburgh School District,Pittsburgh Langley K-8,102027451,8255,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.9
Pittsburgh School District,Pittsburgh Langley K-8,102027451,8255,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.2
Pittsburgh School District,Pittsburgh Liberty K-5,102027451,6042,Percent  Advanced  Mathematics/Algebra 1  (All Student),7.8
Pittsburgh School District,Pittsburgh Liberty K-5,102027451,6042,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Pittsburgh School District,Pittsburgh Liberty K-5,102027451,6042,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.2
Pittsburgh School District,Pittsburgh Liberty K-5,102027451,6042,Percent  Advanced  Mathematics/Algebra 1  (Black),1.6
Pittsburgh School District,Pittsburgh Liberty K-5,102027451,6042,Percent  Advanced  Mathematics/Algebra 1  (White),40.9
Pittsburgh School District,Pittsburgh Lincoln K-5,102027451,7870,Percent  Advanced  Mathematics/Algebra 1  (Black),9.5
Pittsburgh School District,Pittsburgh Lincoln K-5,102027451,7870,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),8.3
Pittsburgh School District,Pittsburgh Lincoln K-5,102027451,7870,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.7
Pittsburgh School District,Pittsburgh Lincoln K-5,102027451,7870,Percent  Advanced  Mathematics/Algebra 1  (All Student),8.9
Pittsburgh School District,Pittsburgh Linden K-5,102027451,6044,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.6
Pittsburgh School District,Pittsburgh Linden K-5,102027451,6044,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.4
Pittsburgh School District,Pittsburgh Linden K-5,102027451,6044,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),2.0
Pittsburgh School District,Pittsburgh Linden K-5,102027451,6044,Percent  Advanced  Mathematics/Algebra 1  (Black),2.0
Pittsburgh School District,Pittsburgh Linden K-5,102027451,6044,Percent  Advanced  Mathematics/Algebra 1  (White),40.9
Pittsburgh School District,Pittsburgh Manchester K-8,102027451,7871,Percent  Advanced  Mathematics/Algebra 1  (Black),5.1
Pittsburgh School District,Pittsburgh Manchester K-8,102027451,7871,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.1
Pittsburgh School District,Pittsburgh Manchester K-8,102027451,7871,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),9.4
Pittsburgh School District,Pittsburgh Manchester K-8,102027451,7871,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.6
Pittsburgh School District,Pittsburgh Mifflin K-8,102027451,7881,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),0.0
Pittsburgh School District,Pittsburgh Mifflin K-8,102027451,7881,Percent  Advanced  Mathematics/Algebra 1  (White),0.0
Pittsburgh School District,Pittsburgh Mifflin K-8,102027451,7881,Percent  Advanced  Mathematics/Algebra 1  (Black),3.9
Pittsburgh School District,Pittsburgh Mifflin K-8,102027451,7881,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.4
Pittsburgh School District,Pittsburgh Mifflin K-8,102027451,7881,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.0
Pittsburgh School District,Pittsburgh Mifflin K-8,102027451,7881,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.5
Pittsburgh School District,Pittsburgh Miller K-5,102027451,8108,Percent  Advanced  Mathematics/Algebra 1  (All Student),0.9
Pittsburgh School District,Pittsburgh Miller K-5,102027451,8108,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Pittsburgh School District,Pittsburgh Miller K-5,102027451,8108,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.0
Pittsburgh School District,Pittsburgh Miller K-5,102027451,8108,Percent  Advanced  Mathematics/Algebra 1  (Black),1.0
Pittsburgh School District,Pittsburgh Milliones 6-12,102027451,8110,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Milliones 6-12,102027451,8110,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.0
Pittsburgh School District,Pittsburgh Milliones 6-12,102027451,8110,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Pittsburgh School District,Pittsburgh Milliones 6-12,102027451,8110,Percent  Advanced  Mathematics/Algebra 1  (All Student),0.8
Pittsburgh School District,Pittsburgh Minadeo K-5,102027451,363,Percent  Advanced  Mathematics/Algebra 1  (All Student),11.9
Pittsburgh School District,Pittsburgh Minadeo K-5,102027451,363,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),6.0
Pittsburgh School District,Pittsburgh Minadeo K-5,102027451,363,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.8
Pittsburgh School District,Pittsburgh Minadeo K-5,102027451,363,Percent  Advanced  Mathematics/Algebra 1  (Black),4.9
Pittsburgh School District,Pittsburgh Minadeo K-5,102027451,363,Percent  Advanced  Mathematics/Algebra 1  (White),33.3
Pittsburgh School District,Pittsburgh Montessori K-5,102027451,351,Percent  Advanced  Mathematics/Algebra 1  (White),37.7
Pittsburgh School District,Pittsburgh Montessori K-5,102027451,351,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Montessori K-5,102027451,351,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),13.8
Pittsburgh School District,Pittsburgh Montessori K-5,102027451,351,Percent  Advanced  Mathematics/Algebra 1  (All Student),29.7
Pittsburgh School District,Pittsburgh Morrow K-8,102027451,365,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.5
Pittsburgh School District,Pittsburgh Morrow K-8,102027451,365,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.1
Pittsburgh School District,Pittsburgh Morrow K-8,102027451,365,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.6
Pittsburgh School District,Pittsburgh Morrow K-8,102027451,365,Percent  Advanced  Mathematics/Algebra 1  (Black),0.9
Pittsburgh School District,Pittsburgh Morrow K-8,102027451,365,Percent  Advanced  Mathematics/Algebra 1  (White),3.5
Pittsburgh School District,Pittsburgh Morrow K-8,102027451,365,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),2.0
Pittsburgh School District,Pittsburgh Obama 6-12,102027451,8105,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),10.7
Pittsburgh School District,Pittsburgh Obama 6-12,102027451,8105,Percent  Advanced  Mathematics/Algebra 1  (White),24.2
Pittsburgh School District,Pittsburgh Obama 6-12,102027451,8105,Percent  Advanced  Mathematics/Algebra 1  (Black),2.1
Pittsburgh School District,Pittsburgh Obama 6-12,102027451,8105,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.8
Pittsburgh School District,Pittsburgh Obama 6-12,102027451,8105,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.7
Pittsburgh School District,Pittsburgh Obama 6-12,102027451,8105,Percent  Advanced  Mathematics/Algebra 1  (All Student),7.0
Pittsburgh School District,Pittsburgh Oliver,102027451,6047,Percent  Advanced  Mathematics/Algebra 1  (All Student),0.0
Pittsburgh School District,Pittsburgh Oliver,102027451,6047,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Pittsburgh School District,Pittsburgh Oliver,102027451,6047,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),0.0
Pittsburgh School District,Pittsburgh Oliver,102027451,6047,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Online Academy,102027451,8300,Percent  Advanced  Mathematics/Algebra 1  (White),5.9
Pittsburgh School District,Pittsburgh Online Academy,102027451,8300,Percent  Advanced  Mathematics/Algebra 1  (All Student),6.0
Pittsburgh School District,Pittsburgh Perry HS,102027451,416,Percent  Advanced  Mathematics/Algebra 1  (All Student),2.4
Pittsburgh School District,Pittsburgh Perry HS,102027451,416,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.6
Pittsburgh School District,Pittsburgh Perry HS,102027451,416,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),3.0
Pittsburgh School District,Pittsburgh Perry HS,102027451,416,Percent  Advanced  Mathematics/Algebra 1  (Black),1.5
Pittsburgh School District,Pittsburgh Phillips K-5,102027451,395,Percent  Advanced  Mathematics/Algebra 1  (White),19.6
Pittsburgh School District,Pittsburgh Phillips K-5,102027451,395,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Phillips K-5,102027451,395,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.7
Pittsburgh School District,Pittsburgh Phillips K-5,102027451,395,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.8
Pittsburgh School District,Pittsburgh Phillips K-5,102027451,395,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.4
Pittsburgh School District,Pittsburgh Pioneer,102027451,6664,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.8
Pittsburgh School District,Pittsburgh Pioneer,102027451,6664,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.8
Pittsburgh School District,Pittsburgh Roosevelt K -5,102027451,7742,Percent  Advanced  Mathematics/Algebra 1  (White),11.3
Pittsburgh School District,Pittsburgh Roosevelt K -5,102027451,7742,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Roosevelt K -5,102027451,7742,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.9
Pittsburgh School District,Pittsburgh Roosevelt K -5,102027451,7742,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),8.3
Pittsburgh School District,Pittsburgh Roosevelt K -5,102027451,7742,Percent  Advanced  Mathematics/Algebra 1  (All Student),5.6
Pittsburgh School District,Pittsburgh Schiller 6-8,102027451,379,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.1
Pittsburgh School District,Pittsburgh Schiller 6-8,102027451,379,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.3
Pittsburgh School District,Pittsburgh Schiller 6-8,102027451,379,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),2.9
Pittsburgh School District,Pittsburgh Schiller 6-8,102027451,379,Percent  Advanced  Mathematics/Algebra 1  (Black),0.9
Pittsburgh School District,Pittsburgh Schiller 6-8,102027451,379,Percent  Advanced  Mathematics/Algebra 1  (White),8.2
Pittsburgh School District,Pittsburgh Science and Technology Academy 6-12,102027451,8107,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),24.0
Pittsburgh School District,Pittsburgh Science and Technology Academy 6-12,102027451,8107,Percent  Advanced  Mathematics/Algebra 1  (White),28.8
Pittsburgh School District,Pittsburgh Science and Technology Academy 6-12,102027451,8107,Percent  Advanced  Mathematics/Algebra 1  (Black),5.4
Pittsburgh School District,Pittsburgh Science and Technology Academy 6-12,102027451,8107,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),11.0
Pittsburgh School District,Pittsburgh Science and Technology Academy 6-12,102027451,8107,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),3.1
Pittsburgh School District,Pittsburgh Science and Technology Academy 6-12,102027451,8107,Percent  Advanced  Mathematics/Algebra 1  (All Student),20.5
Pittsburgh School District,Pittsburgh South Brook 6-8,102027451,7693,Percent  Advanced  Mathematics/Algebra 1  (All Student),5.5
Pittsburgh School District,Pittsburgh South Brook 6-8,102027451,7693,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),5.7
Pittsburgh School District,Pittsburgh South Brook 6-8,102027451,7693,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),5.5
Pittsburgh School District,Pittsburgh South Brook 6-8,102027451,7693,Percent  Advanced  Mathematics/Algebra 1  (Black),4.1
Pittsburgh School District,Pittsburgh South Brook 6-8,102027451,7693,Percent  Advanced  Mathematics/Algebra 1  (White),6.6
Pittsburgh School District,Pittsburgh South Brook 6-8,102027451,7693,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),3.7
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (Asian),2.4
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),2.7
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (White),3.2
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),0.0
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (Black),0.7
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.7
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.6
Pittsburgh School District,Pittsburgh South Hills 6-8,102027451,7888,Percent  Advanced  Mathematics/Algebra 1  (All Student),1.7
Pittsburgh School District,Pittsburgh Spring Hill K-5,102027451,7362,Percent  Advanced  Mathematics/Algebra 1  (White),10.0
Pittsburgh School District,Pittsburgh Spring Hill K-5,102027451,7362,Percent  Advanced  Mathematics/Algebra 1  (Black),0.0
Pittsburgh School District,Pittsburgh Spring Hill K-5,102027451,7362,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),1.8
Pittsburgh School District,Pittsburgh Spring Hill K-5,102027451,7362,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.7
Pittsburgh School District,Pittsburgh Sterrett 6-8,102027451,7039,Percent  Advanced  Mathematics/Algebra 1  (All Student),3.5
Pittsburgh School District,Pittsburgh Sterrett 6-8,102027451,7039,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Pittsburgh School District,Pittsburgh Sterrett 6-8,102027451,7039,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),2.6
Pittsburgh School District,Pittsburgh Sterrett 6-8,102027451,7039,Percent  Advanced  Mathematics/Algebra 1  (Black),1.3
Pittsburgh School District,Pittsburgh Sterrett 6-8,102027451,7039,Percent  Advanced  Mathematics/Algebra 1  (White),17.1
Pittsburgh School District,Pittsburgh Sunnyside K-8,102027451,7884,Percent  Advanced  Mathematics/Algebra 1  (White),21.4
Pittsburgh School District,Pittsburgh Sunnyside K-8,102027451,7884,Percent  Advanced  Mathematics/Algebra 1  (Black),7.8
Pittsburgh School District,Pittsburgh Sunnyside K-8,102027451,7884,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),7.5
Pittsburgh School District,Pittsburgh Sunnyside K-8,102027451,7884,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),2.6
Pittsburgh School District,Pittsburgh Sunnyside K-8,102027451,7884,Percent  Advanced  Mathematics/Algebra 1  (All Student),10.7
Pittsburgh School District,Pittsburgh Weil K-8,102027451,7876,Percent  Advanced  Mathematics/Algebra 1  (All Student),2.5
Pittsburgh School District,Pittsburgh Weil K-8,102027451,7876,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),0.0
Pittsburgh School District,Pittsburgh Weil K-8,102027451,7876,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),2.6
Pittsburgh School District,Pittsburgh Weil K-8,102027451,7876,Percent  Advanced  Mathematics/Algebra 1  (Black),1.4
Pittsburgh School District,Pittsburgh West Liberty K-5,102027451,7694,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),14.3
Pittsburgh School District,Pittsburgh West Liberty K-5,102027451,7694,Percent  Advanced  Mathematics/Algebra 1  (White),21.2
Pittsburgh School District,Pittsburgh West Liberty K-5,102027451,7694,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),17.1
Pittsburgh School District,Pittsburgh West Liberty K-5,102027451,7694,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),13.9
Pittsburgh School District,Pittsburgh West Liberty K-5,102027451,7694,Percent  Advanced  Mathematics/Algebra 1  (All Student),17.5
Pittsburgh School District,Pittsburgh Westwood K-8,102027451,7877,Percent  Advanced  Mathematics/Algebra 1  (All Student),9.7
Pittsburgh School District,Pittsburgh Westwood K-8,102027451,7877,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),6.5
Pittsburgh School District,Pittsburgh Westwood K-8,102027451,7877,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),8.8
Pittsburgh School District,Pittsburgh Westwood K-8,102027451,7877,Percent  Advanced  Mathematics/Algebra 1  (Black),5.0
Pittsburgh School District,Pittsburgh Westwood K-8,102027451,7877,Percent  Advanced  Mathematics/Algebra 1  (White),15.0
Pittsburgh School District,Pittsburgh Whittier K-5,102027451,7885,Percent  Advanced  Mathematics/Algebra 1  (2 or More Races),21.7
Pittsburgh School District,Pittsburgh Whittier K-5,102027451,7885,Percent  Advanced  Mathematics/Algebra 1  (White),26.8
Pittsburgh School District,Pittsburgh Whittier K-5,102027451,7885,Percent  Advanced  Mathematics/Algebra 1  (Black),9.5
Pittsburgh School District,Pittsburgh Whittier K-5,102027451,7885,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),12.3
Pittsburgh School District,Pittsburgh Whittier K-5,102027451,7885,Percent  Advanced  Mathematics/Algebra 1  (Students with Disabilities),7.4
Pittsburgh School District,Pittsburgh Whittier K-5,102027451,7885,Percent  Advanced  Mathematics/Algebra 1  (All Student),23.0
Pittsburgh School District,Pittsburgh Woolslair K-5,102027451,7502,Percent  Advanced  Mathematics/Algebra 1  (All Student),4.9
Pittsburgh School District,Pittsburgh Woolslair K-5,102027451,7502,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.3
Pittsburgh School District,Pittsburgh Woolslair K-5,102027451,7502,Percent  Advanced  Mathematics/Algebra 1  (Black),2.0
Pittston Area School District,Pittston Area MS,118406602,6385,Percent  Advanced  Mathematics/Algebra 1  (White),10.4
Pittston Area School District,Pittston Area MS,118406602,6385,Percent  Advanced  Mathematics/Algebra 1  (Hispanic),1.5
Pittston Area School District,Pittston Area MS,118406602,6385,Percent  Advanced  Mathematics/Algebra 1  (Black),1.8
Pittston Area School District,Pittston Area MS,118406602,6385,Percent  Advanced  Mathematics/Algebra 1  (English Learner),0.0
Pittston Area School District,Pittston Area MS,118406602,6385,Percent  Advanced  Mathematics/Algebra 1  (Ecomically Disadvantaged),4.0
